err|fields.role|filename|lineno|@timestamp
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:03:44 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-e08996a0-ymjsadurafdekema9qaksr\" not found","reason":"NotFound","details":{"name":"serving-e08996a0-ymjsadurafdekema9qaksr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:03:44.662Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,0], [3].|nan|train_helper.py|163|2019-10-14T09:38:23.596Z
b'[11:37:48] src/objective/regression_obj.cc:90: Check failed: (preds.size()) == (info.labels.size()) labels are not correctly providedpreds.size=0, label.size=79'|nan|train_helper.py|163|2019-10-18T03:37:49.711Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,12], [3].|nan|train_helper.py|163|2019-10-23T10:48:34.414Z
'Series' object has no attribute 'reshape'|nan|train_helper.py|376|2019-08-01T11:21:58.255Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:58.733Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:49:03.577Z
(422) Reason: Unprocessable Entity HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Fri, 11 Oct 2019 07:00:58 GMT', 'Transfer-Encoding': 'chunked'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"Deployment.apps \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\" is invalid: [metadata.labels: Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters, spec.selector.matchLabels: Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters, spec.selector: Invalid value: v1.LabelSelector{MatchLabels:map[string]string{\"id\":\"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\", \"type\":\"serving\", \"app\":\"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\"}, MatchExpressions:[]v1.LabelSelectorRequirement(nil)}: invalid label selector]","reason":"Invalid","details":{"name":"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm","group":"apps","kind":"Deployment","causes":[{"reason":"FieldValueInvalid","message":"Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters","field":"metadata.labels"},{"reason":"FieldValueInvalid","message":"Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters","field":"metadata.labels"},{"reason":"FieldValueInvalid","message":"Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters","field":"spec.selector.matchLabels"},{"reason":"FieldValueInvalid","message":"Invalid value: \"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\": must be no more than 63 characters","field":"spec.selector.matchLabels"},{"reason":"FieldValueInvalid","message":"Invalid value: v1.LabelSelector{MatchLabels:map[string]string{\"id\":\"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\", \"type\":\"serving\", \"app\":\"serving-e3e3306e-18ca-4f4f-8183-70e1abc06e46-qjzvyhlhpxnai6dv9adanm\"}, MatchExpressions:[]v1.LabelSelectorRequirement(nil)}: invalid label selector","field":"spec.selector"}]},"code":422}  |nan|serving_worker.py|141|2019-10-11T07:00:58.364Z
mean_squared_error() got an unexpected keyword argument 'logits'|nan|base_worker.py|80|2019-10-19T08:35:57.818Z
Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required.|nan|train_helper.py|163|2019-10-23T10:46:23.047Z
'time'|nan|base_worker.py|80|2019-10-24T09:31:02.136Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:06.697Z
model_info_not_exist|nan|model_manager_main.py|235|2020-01-02T08:18:22.394Z
No columns to parse from file|nan|base_worker.py|80|2019-10-12T02:43:42.310Z
model_info_not_exist|nan|base_worker.py|80|2019-10-31T11:16:48.506Z
model_info_not_exist|nan|base_worker.py|80|2020-01-02T08:14:49.635Z
No columns to parse from file|nan|train_helper.py|481|2019-10-14T10:15:16.432Z
Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required.|nan|base_worker.py|80|2019-10-18T03:37:54.355Z
Error tokenizing data. C error: out of memory|nan|base_worker.py|80|2020-01-02T11:39:48.521Z
Error tokenizing data. C error: out of memory|nan|train_helper.py|168|2020-01-03T07:25:35.807Z
'Series' object has no attribute 'reshape'|nan|train_helper.py|376|2019-08-01T11:04:17.573Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:43.561Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:51.684Z
The update path 'serving_info.' contains an empty field name, which is not allowed.|nan|base_worker.py|80|2019-10-11T09:22:41.586Z
loss() missing 1 required positional argument: 'label'|nan|base_worker.py|80|2019-10-23T10:54:05.888Z
'Series' object has no attribute 'reshape'|nan|base_worker.py|79|2019-08-01T11:11:34.477Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:46.711Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:57:12.376Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Fri, 11 Oct 2019 09:47:11 GMT', 'Content-Length': '292'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-sv-credit-card-z3thadytunbuod5jccvyrl\" not found","reason":"NotFound","details":{"name":"serving-sv-credit-card-z3thadytunbuod5jccvyrl","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|200|2019-10-11T09:47:12.053Z
cannot reshape array of size 0 into shape (12,0)|nan|train_helper.py|163|2019-10-18T03:37:59.406Z
loss() missing 1 required positional argument: 'label'|nan|train_helper.py|163|2019-10-23T10:54:05.860Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:58.536Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:26.691Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:45:40.184Z
'Graph' object has no attribute 'close'|nan|predict_helper.py|113|2019-10-16T07:08:44.529Z
delete k8s deployment failed, empty k8s deployment name|nan|serving_worker.py|173|2019-10-11T09:22:41.584Z
model_info_not_exist|nan|base_worker.py|80|2019-11-13T09:13:54.885Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:53.603Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:51.687Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:29:22.652Z
model_info_not_exist|nan|base_worker.py|80|2019-10-31T10:50:50.879Z
float division by zero|nan|base_worker.py|80|2019-10-23T10:46:22.759Z
Error tokenizing data. C error: out of memory|nan|train_helper.py|491|2020-01-02T11:46:38.946Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:36.695Z
'list' object has no attribute 'shape'|nan|base_worker.py|80|2019-10-12T02:46:19.261Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:28:02 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr\" not found","reason":"NotFound","details":{"name":"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:28:02.199Z
No columns to parse from file|nan|base_worker.py|80|2019-10-14T10:15:16.452Z
float division by zero|nan|train_helper.py|163|2019-10-23T10:46:22.746Z
Error tokenizing data. C error: out of memory|nan|base_worker.py|80|2020-01-03T07:25:35.838Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:43.561Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:31.694Z
'Graph' object has no attribute 'close'|nan|predict_helper.py|113|2019-10-16T07:13:23.027Z
delete k8s deployment failed, empty k8s deployment name|nan|serving_worker.py|173|2019-10-11T09:02:53.472Z
'Series' object has no attribute 'reshape'|nan|base_worker.py|79|2019-08-01T11:21:58.272Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:06.689Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:57:46.776Z
'time'|nan|predict_helper.py|113|2019-10-19T11:52:45.623Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Fri, 11 Oct 2019 10:12:46 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-df2e5e7b-dtychrerytcbvsfc5aqd2p\" not found","reason":"NotFound","details":{"name":"serving-df2e5e7b-dtychrerytcbvsfc5aqd2p","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|173|2019-10-11T10:12:46.689Z
model_info_not_exist|nan|base_worker.py|80|2019-11-13T09:02:48.227Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:42:45 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr\" not found","reason":"NotFound","details":{"name":"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:42:45.386Z
cannot reshape array of size 0 into shape (12,0)|nan|base_worker.py|80|2019-10-18T03:37:59.420Z
'Series' object has no attribute 'reshape'|nan|train_helper.py|423|2019-08-01T11:21:58.232Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:33.578Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:41.691Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:32:29.988Z
No columns to parse from file|nan|train_helper.py|432|2019-10-14T10:15:16.442Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,12], [3].|nan|base_worker.py|80|2019-10-23T10:48:34.441Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:58.553Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:21.706Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:49:55.127Z
The update path 'serving_info.' contains an empty field name, which is not allowed.|nan|base_worker.py|80|2019-10-11T09:02:53.554Z
No columns to parse from file|nan|train_helper.py|163|2019-10-14T10:15:16.443Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:16.693Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:44:46.407Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:29:40 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr\" not found","reason":"NotFound","details":{"name":"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:29:40.490Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:23.616Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:01.751Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:33:36.896Z
delete k8s deployment failed, empty k8s deployment name|nan|serving_worker.py|173|2019-10-11T09:29:01.623Z
'NoneType' object has no attribute 'decode'|nan|base_worker.py|80|2019-10-17T08:27:55.824Z
'Series' object has no attribute 'reshape'|nan|base_worker.py|79|2019-08-01T11:30:09.984Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:01.694Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:32:29.977Z
delete k8s deployment failed, empty k8s deployment name|nan|serving_worker.py|173|2019-10-11T09:54:12.185Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:43:13 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr\" not found","reason":"NotFound","details":{"name":"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:43:13.082Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-passenger-three##3bfee340-f0bb-11e9-9c53-4ad36f4f5861/model/model##air-passenger-three##3bfee340-f0bb-11e9-9c53-4ad36f4f5861/round_1/air-passenger-three doesn't exist, can't save.|nan|base_worker.py|80|2019-10-17T08:51:02.705Z
float division by zero|nan|base_worker.py|80|2019-10-18T03:38:04.086Z
'Series' object has no attribute 'reshape'|nan|train_helper.py|376|2019-08-01T11:30:09.967Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:08.540Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:11.694Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:37:08.560Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,0], [3].|nan|base_worker.py|80|2019-10-23T10:46:22.880Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:18.576Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:41.698Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:52:57.212Z
The update path 'serving_info.' contains an empty field name, which is not allowed.|nan|base_worker.py|80|2019-10-11T09:29:01.624Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:11.689Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:46:22.118Z
'Graph' object has no attribute 'close'|nan|predict_helper.py|113|2019-10-15T09:23:15.903Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:13.562Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-15T02:25:09.798Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:33:36.905Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:36:27.573Z
delete k8s deployment failed, empty k8s deployment name|nan|serving_worker.py|173|2019-10-11T09:10:18.169Z
b'[18:46:16] src/objective/regression_obj.cc:90: Check failed: (preds.size()) == (info.labels.size()) labels are not correctly providedpreds.size=0, label.size=86'|nan|base_worker.py|80|2019-10-23T10:46:23.172Z
'Series' object has no attribute 'reshape'|nan|train_helper.py|423|2019-08-01T11:30:09.946Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:33.575Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:36:27.587Z
model_info_not_exist|nan|base_worker.py|80|2020-01-02T08:18:22.394Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:08.547Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:21.692Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:53:33.782Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:26.692Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:46:22.109Z
The update path 'serving_info.' contains an empty field name, which is not allowed.|nan|base_worker.py|80|2019-10-11T09:54:12.187Z
loss() missing 1 required positional argument: 'label'|nan|train_helper.py|163|2019-10-23T10:54:06.112Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:28.650Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:49:55.139Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:18.579Z
(404) Reason: Not Found HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Thu, 02 Jan 2020 08:44:03 GMT', 'Content-Length': '280'}) HTTP response body: {"kind":"Status","apiVersion":"v1","metadata":{},"status":"Failure","message":"deployments.apps \"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr\" not found","reason":"NotFound","details":{"name":"serving-c26a7b6a-jbjxfycegr4h4ncfyjcmpr","group":"apps","kind":"deployments"},"code":404}  |nan|serving_worker.py|185|2020-01-02T08:44:03.798Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:28.581Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:11.701Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:33:38.532Z
predictor_is_not_init.|nan|predict_helper.py|113|2019-10-17T06:37:59.977Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:26:16.698Z
Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required.|nan|base_worker.py|80|2019-10-23T10:46:23.062Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:08.543Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:28:53.528Z
mean_squared_error() got an unexpected keyword argument 'logits'|nan|train_helper.py|163|2019-10-19T08:48:12.471Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:23.550Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:08.626Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:36:37.658Z
reader registry has no entry for: TYPE_UNKNOWN|nan|base_worker.py|80|2019-10-11T10:24:03.290Z
float division by zero|nan|train_helper.py|163|2019-10-18T03:38:04.073Z
loss() missing 1 required positional argument: 'label'|nan|base_worker.py|80|2019-10-23T10:48:33.947Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:03.543Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:33:38.539Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:13.553Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:13.538Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:28:53.443Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|base_worker.py|80|2019-10-11T11:48:40.799Z
model_info_not_exist|nan|model_manager_main.py|235|2019-11-29T02:36:37.669Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,76], [3].|nan|base_worker.py|80|2019-10-17T09:29:24.258Z
No columns to parse from file|nan|base_worker.py|80|2019-10-11T11:50:21.184Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:44:46.398Z
Filedname(=MAB000A1AC002AF02) not in field_name_mapping|nan|predict_helper.py|114|2019-11-15T02:32:53.013Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:48.552Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:58.545Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:29:06.708Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:38.575Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:01.695Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:45:40.178Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:41.687Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:58.552Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:27:56.692Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:43.535Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:16.687Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:06.690Z
loss() missing 1 required positional argument: 'label'|nan|train_helper.py|163|2019-10-23T10:48:33.923Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:53.550Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:51.699Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:36:24.007Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|base_worker.py|80|2019-10-11T10:33:30.893Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:36.695Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:18.545Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:51.711Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:03.540Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:48.543Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:26.689Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:37:08.549Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:56.699Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|base_worker.py|80|2019-10-11T10:55:23.400Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:53.561Z
predict_result_info_not_exist|nan|model_manager_main.py|322|2019-11-15T02:32:01.688Z
The Session graph is empty.  Add operations to the graph before calling run().|nan|predict_helper.py|113|2019-10-17T07:08:44.471Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:38.534Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:41.681Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:48.557Z
Attempting to use uninitialized value output/biases 	 [[Node: output/biases/read = Identity[T=DT_FLOAT, _class=["loc:@output/biases"], _device="/job:localhost/replica:0/task:0/cpu:0"](output/biases)]]  Caused by op 'output/biases/read', defined at:   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1664, in <module>     main()   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1658, in main     globals = debugger.run(setup['file'], None, None, is_module)   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1068, in run     pydev_imports.execfile(file, globals, locals)  # execute the script   File "/home/liuqw/.pycharm_helpers/pydev/_pydev_imps/_pydev_execfile.py", line 18, in execfile     exec(compile(contents+"\n", file, 'exec'), glob, loc)   File "/home/liuqw/workspace/phoenix/main/predict_worker_main.py", line 45, in <module>     main(sys.argv)   File "/home/liuqw/workspace/phoenix/main/predict_worker_main.py", line 41, in main     predict_worker.do_work_loop()   File "/home/liuqw/workspace/phoenix/engine/worker/base_worker.py", line 68, in do_work_loop     job_result = self._do_job_internal(job)   File "/home/liuqw/workspace/phoenix/engine/worker/predict/predict_worker.py", line 47, in _do_job_internal     self.__predict_helper.do_predict_job_loop(model_instance)   File "/home/liuqw/workspace/phoenix/engine/worker/predict/predict_helper.py", line 69, in do_predict_job_loop     next(predict_controller)   File "/home/liuqw/workspace/phoenix/predictor/tensorflow_predictor.py", line 46, in predict     self.__net_output = self._load_model()   File "/home/liuqw/workspace/phoenix/predictor/tensorflow_predictor.py", line 80, in _load_model     self.__feature_ph, self.__model_schema, self.__keep_pro_ph_dict)   File "/home/liuqw/workspace/phoenix/trainer/tensorflow/tf_helper.py", line 597, in create_model     output_layer = layer_creator(TFHelper, pre_output, layer_schema)   File "/home/liuqw/workspace/phoenix/trainer/tensorflow/tf_helper.py", line 137, in create_full_connected_layer     name="biases")   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/variables.py", line 197, in __init__     expected_shape=expected_shape)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/variables.py", line 316, in _init_from_args     self._snapshot = array_ops.identity(self._variable, name="read")   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/gen_array_ops.py", line 1338, in identity     result = _op_def_lib.apply_op("Identity", input=input, name=name)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py", line 768, in apply_op     op_def=op_def)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/ops.py", line 2336, in create_op     original_op=self._default_original_op, op_def=op_def)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/ops.py", line 1228, in __init__     self._traceback = _extract_stack()  FailedPreconditionError (see above for traceback): Attempting to use uninitialized value output/biases 	 [[Node: output/biases/read = Identity[T=DT_FLOAT, _class=["loc:@output/biases"], _device="/job:localhost/replica:0/task:0/cpu:0"](output/biases)]] |nan|predict_helper.py|113|2019-10-17T07:24:29.094Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:58.533Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:21.701Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:29:22.643Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-three##9223c664-f0bb-11e9-9c53-4ad36f4f5861/model/model##air-three##9223c664-f0bb-11e9-9c53-4ad36f4f5861/round_1/air-three doesn't exist, can't save.|nan|train_helper.py|163|2019-10-17T08:53:27.172Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:21.694Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:03.542Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:08.542Z
The Session graph is empty.  Add operations to the graph before calling run().|nan|predict_helper.py|75|2019-10-17T07:06:15.088Z
'time'|nan|train_helper.py|163|2019-10-23T11:10:22.957Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:38.557Z
